6.00E+00,3.00E+00,2.00E+00,5.00E+00,4.00E+00,1.00E+00,3.00E+00,5.00E+00,6.00E+00,1.00E+00,2.00E+00,4.00E+00,4.00E+00,2.00E+00,3.00E+00,5.00E+00,1.00E+00,6.00E+00,6.00E+00,1.00E+00,3.00E+00,2.00E+00,5.00E+00,4.00E+00,3.00E+00,2.00E+00,4.00E+00,6.00E+00,5.00E+00,1.00E+00,4.00E+00,1.00E+00,3.00E+00,5.00E+00,6.00E+00,2.00E+00,3.00E+00,5.00E+00,6.00E+00,1.00E+00,2.00E+00,4.00E+00,3.00E+00,4.00E+00,6.00E+00,1.00E+00,5.00E+00,2.00E+00,1.00E+00,5.00E+00,3.00E+00,4.00E+00,6.00E+00,2.00E+00,1.00E+00,3.00E+00,6.00E+00,2.00E+00,4.00E+00,5.00E+00,2.00E+00,1.00E+00,6.00E+00,5.00E+00,4.00E+00,3.00E+00,2.00E+00,1.00E+00,4.00E+00,6.00E+00,5.00E+00,3.00E+00,2.00E+00,5.00E+00,6.00E+00,3.00E+00,1.00E+00,4.00E+00,5.00E+00,1.00E+00,6.00E+00,4.00E+00,2.00E+00,3.00E+00,3.00E+00,2.00E+00,6.00E+00,4.00E+00,5.00E+00,1.00E+00,1.00E+00,5.00E+00,2.00E+00,6.00E+00,4.00E+00,3.00E+00,5.00E+00,2.00E+00,1.00E+00,3.00E+00,4.00E+00,6.00E+00,1.00E+00,6.00E+00,3.00E+00,2.00E+00,4.00E+00,5.00E+00,6.00E+00,4.00E+00,1.00E+00,2.00E+00,5.00E+00,3.00E+00,5.00E+00,1.00E+00,6.00E+00,2.00E+00,3.00E+00,4.00E+00,5.00E+00,2.00E+00,6.00E+00,4.00E+00,3.00E+00,1.00E+00,4.00E+00,5.00E+00,2.00E+00,3.00E+00,6.00E+00,1.00E+00,5.00E+00,6.00E+00,3.00E+00,2.00E+00,1.00E+00,4.00E+00,3.00E+00,4.00E+00,2.00E+00,1.00E+00,6.00E+00,5.00E+00
2.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,2.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,2.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,2.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,2.00E+00,0.00E+00,0.00E+00,1.00E+00,2.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,2.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,2.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.00E+00,1.00E+00,0.00E+00,0.00E+00,2.00E+00,2.00E+00,1.00E+00,0.00E+00,1.00E+00,2.00E+00,0.00E+00,2.00E+00,1.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,2.00E+00,1.00E+00,2.00E+00,0.00E+00,0.00E+00,2.00E+00,0.00E+00,2.00E+00,1.00E+00,1.00E+00,2.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,2.00E+00,0.00E+00,2.00E+00,1.00E+00,0.00E+00,1.00E+00,2.00E+00,2.00E+00,1.00E+00,0.00E+00,0.00E+00,2.00E+00,1.00E+00,2.00E+00,0.00E+00,2.00E+00,0.00E+00,1.00E+00,1.00E+00,2.00E+00,0.00E+00,2.00E+00,1.00E+00,1.00E+00,0.00E+00,1.00E+00,2.00E+00,0.00E+00,1.00E+00,2.00E+00,0.00E+00,2.00E+00,2.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,2.00E+00,2.00E+00
6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00
1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00
5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
6.00E+00,2.00E+00,5.00E+00,4.00E+00,3.00E+00,1.00E+00,2.00E+00,4.00E+00,6.00E+00,1.00E+00,5.00E+00,3.00E+00,3.00E+00,5.00E+00,2.00E+00,4.00E+00,1.00E+00,6.00E+00,6.00E+00,1.00E+00,2.00E+00,5.00E+00,4.00E+00,3.00E+00,2.00E+00,5.00E+00,3.00E+00,6.00E+00,4.00E+00,1.00E+00,3.00E+00,1.00E+00,2.00E+00,4.00E+00,6.00E+00,5.00E+00,2.00E+00,4.00E+00,6.00E+00,1.00E+00,5.00E+00,3.00E+00,2.00E+00,3.00E+00,6.00E+00,1.00E+00,4.00E+00,5.00E+00,1.00E+00,4.00E+00,2.00E+00,3.00E+00,6.00E+00,5.00E+00,1.00E+00,2.00E+00,6.00E+00,5.00E+00,3.00E+00,4.00E+00,5.00E+00,1.00E+00,6.00E+00,4.00E+00,3.00E+00,2.00E+00,5.00E+00,1.00E+00,3.00E+00,6.00E+00,4.00E+00,2.00E+00,4.00E+00,3.00E+00,5.00E+00,2.00E+00,6.00E+00,1.00E+00,3.00E+00,6.00E+00,5.00E+00,1.00E+00,4.00E+00,2.00E+00,2.00E+00,4.00E+00,5.00E+00,1.00E+00,3.00E+00,6.00E+00,6.00E+00,3.00E+00,4.00E+00,5.00E+00,1.00E+00,2.00E+00,3.00E+00,4.00E+00,6.00E+00,2.00E+00,1.00E+00,5.00E+00,6.00E+00,5.00E+00,2.00E+00,4.00E+00,1.00E+00,3.00E+00,5.00E+00,1.00E+00,6.00E+00,4.00E+00,3.00E+00,2.00E+00,3.00E+00,6.00E+00,5.00E+00,4.00E+00,2.00E+00,1.00E+00,3.00E+00,4.00E+00,5.00E+00,1.00E+00,2.00E+00,6.00E+00,1.00E+00,3.00E+00,4.00E+00,2.00E+00,5.00E+00,6.00E+00,3.00E+00,5.00E+00,2.00E+00,4.00E+00,6.00E+00,1.00E+00,2.00E+00,1.00E+00,4.00E+00,6.00E+00,5.00E+00,3.00E+00
1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.73E+02,2.73E+02,1.39E+02,1.30E+01,1.07E+02,6.60E+01,2.73E+02,6.60E+01,1.39E+02,6.60E+01,2.73E+02,1.39E+02,1.39E+02,2.73E+02,1.39E+02,6.60E+01,2.73E+02,6.60E+01,1.07E+02,2.73E+02,2.73E+02,1.30E+01,1.07E+02,1.30E+01,2.73E+02,2.73E+02,6.60E+01,1.39E+02,6.60E+01,1.39E+02,1.07E+02,1.30E+01,1.30E+01,2.73E+02,1.07E+02,2.73E+02,1.30E+01,1.07E+02,6.60E+01,2.73E+02,2.73E+02,1.39E+02,2.73E+02,6.60E+01,1.39E+02,2.73E+02,1.39E+02,6.60E+01,2.73E+02,2.73E+02,1.30E+01,1.07E+02,1.39E+02,6.60E+01,6.60E+01,2.73E+02,2.73E+02,1.30E+01,1.39E+02,1.07E+02,2.73E+02,1.30E+01,1.30E+01,2.73E+02,1.07E+02,1.07E+02,1.30E+01,1.07E+02,2.73E+02,1.07E+02,1.30E+01,2.73E+02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.84E+02,3.84E+02,1.20E+01,3.15E+02,6.60E+01,1.07E+02,3.84E+02,1.07E+02,1.20E+01,1.07E+02,3.84E+02,1.20E+01,1.20E+01,3.84E+02,1.20E+01,1.07E+02,3.84E+02,1.07E+02,6.60E+01,3.84E+02,3.84E+02,3.15E+02,6.60E+01,3.15E+02,3.84E+02,3.84E+02,1.07E+02,1.20E+01,1.07E+02,1.20E+01,6.60E+01,3.15E+02,3.15E+02,3.84E+02,6.60E+01,3.84E+02,3.15E+02,6.60E+01,1.07E+02,3.84E+02,3.84E+02,1.20E+01,3.84E+02,1.07E+02,1.20E+01,3.84E+02,1.20E+01,1.07E+02,3.84E+02,3.84E+02,3.15E+02,6.60E+01,1.20E+01,1.07E+02,1.07E+02,3.84E+02,3.84E+02,3.15E+02,1.20E+01,6.60E+01,3.84E+02,3.15E+02,3.15E+02,3.84E+02,6.60E+01,6.60E+01,3.15E+02,6.60E+01,3.84E+02,6.60E+01,3.15E+02,3.84E+02
0.00E+00,0.00E+00,2.00E+00,2.00E+00,1.00E+00,1.00E+00,0.00E+00,2.00E+00,0.00E+00,1.00E+00,2.00E+00,1.00E+00,1.00E+00,2.00E+00,0.00E+00,2.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,2.00E+00,2.00E+00,1.00E+00,0.00E+00,2.00E+00,1.00E+00,0.00E+00,2.00E+00,1.00E+00,1.00E+00,1.00E+00,0.00E+00,2.00E+00,0.00E+00,2.00E+00,0.00E+00,2.00E+00,0.00E+00,1.00E+00,2.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,2.00E+00,2.00E+00,1.00E+00,2.00E+00,0.00E+00,1.00E+00,0.00E+00,2.00E+00,1.00E+00,0.00E+00,0.00E+00,2.00E+00,1.00E+00,2.00E+00,2.00E+00,1.00E+00,0.00E+00,2.00E+00,1.00E+00,0.00E+00,2.00E+00,1.00E+00,1.00E+00,0.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+00,2.00E+00,1.00E+00,1.00E+00,0.00E+00,1.00E+00,2.00E+00,1.00E+00,0.00E+00,2.00E+00,2.00E+00,0.00E+00,2.00E+00,1.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,2.00E+00,1.00E+00,2.00E+00,0.00E+00,0.00E+00,1.00E+00,2.00E+00,1.00E+00,2.00E+00,1.00E+00,2.00E+00,2.00E+00,0.00E+00,1.00E+00,0.00E+00,2.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,2.00E+00,0.00E+00,1.00E+00,2.00E+00,0.00E+00,2.00E+00,1.00E+00,0.00E+00,0.00E+00,2.00E+00,1.00E+00,2.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,2.00E+00,2.00E+00,1.00E+00,0.00E+00,2.00E+00,2.00E+00,0.00E+00,1.00E+00,1.00E+00,2.00E+00,1.00E+00,0.00E+00,1.00E+00,2.00E+00,0.00E+00
